ticket;resposta_NPS;grupo_NPS;Nota_ConhecimentoAgente;Nota_Solucao;Nota_TempoRetorno;Nota_Facilidade;Nota_Satisfacao;cliente
22540857;10;promotor;10;10;10;10;10;T50149
20968457;6;detrator;NULL;NULL;NULL;NULL;NULL;TAAK82
22197134;4;detrator;NULL;NULL;NULL;NULL;NULL;TFDFBM
22706920;10;promotor;10;10;10;10;10;T17321
22983854;10;promotor;10;10;10;10;10;TFBMB3
21705929;10;promotor;10;10;10;10;10;T02776
19579577;10;promotor;10;10;10;10;10;TFBYIB
22211040;9;promotor;NULL;NULL;NULL;NULL;NULL;T84931
22605185;6;detrator;NULL;NULL;NULL;NULL;NULL;T32484
19924241;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCNRP
19580777;10;promotor;10;10;10;10;10;T05995
20979087;10;promotor;10;10;10;10;10;TEZH10
20441091;10;promotor;10;10;10;10;10;TCAL80
19064937;9;promotor;9;9;9;9;9;T16989
21674995;10;promotor;10;10;10;10;10;T25029
20129141;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBLUM
22563923;8;passivo;9;8;7;8;8;T49030
21768905;9;promotor;10;10;9;9;10;TEXKGG
19793237;9;promotor;9;9;9;9;9;T03268
22142126;10;promotor;10;10;10;10;10;TEZJ32
19259181;10;promotor;10;10;10;10;10;T45356
21112048;10;promotor;10;10;10;10;10;T02684
19138642;10;promotor;10;10;10;10;10;TFBRNO
19157407;9;promotor;NULL;NULL;NULL;NULL;NULL;T46472
20261203;9;promotor;8;10;10;9;10;TFDGNH
19643988;10;promotor;10;10;10;10;10;T25254
21016032;10;promotor;10;10;10;10;10;TA2879
20165273;10;promotor;NULL;NULL;NULL;NULL;NULL;T12377
19058211;10;promotor;10;10;10;10;10;TFCJNX
21976650;10;promotor;10;10;10;10;10;T50223
19577497;9;promotor;9;9;9;9;9;T76806
21563553;10;promotor;10;10;10;10;10;TAAK82
22395437;10;promotor;10;10;10;10;10;T16313
21892421;10;promotor;NULL;NULL;NULL;NULL;NULL;TEXKSA
19239376;10;promotor;10;10;10;10;10;TFCGND
20834109;10;promotor;10;10;10;10;10;T07762
20276779;10;promotor;10;10;10;10;10;TFDF96
19654759;10;promotor;NULL;NULL;NULL;NULL;NULL;T78381
20670353;10;promotor;10;10;10;10;10;TEZGIV
22733019;10;promotor;10;10;10;10;10;TFBMMJ
19481144;9;promotor;10;10;8;9;8;TFCX36
20997553;10;promotor;10;10;10;10;10;TFCA40
22291156;10;promotor;10;10;10;10;10;TA0719
21121109;9;promotor;9;9;9;9;9;T34142
20772949;6;detrator;NULL;NULL;NULL;NULL;NULL;T58219
22923158;10;promotor;10;10;10;10;10;TFCYP5
19804614;10;promotor;10;10;10;10;10;TFCLE7
19210796;10;promotor;10;10;10;10;10;TEZEIQ
19411738;10;promotor;NULL;NULL;NULL;NULL;NULL;T01567
19028130;10;promotor;10;10;10;10;10;TFCSCT
22469812;8;passivo;8;8;8;8;8;TFCYI5
19393957;10;promotor;10;10;10;10;10;TFCYO8
20516904;10;promotor;10;10;10;10;10;TFCSXX
20766363;5;detrator;10;5;10;5;10;TDC01Z
21279706;10;promotor;10;10;10;10;10;T13629
22201990;0;detrator;NULL;NULL;NULL;NULL;NULL;TFDRB9
19989752;10;promotor;NULL;NULL;NULL;NULL;NULL;TEYJ64
21122782;10;promotor;10;10;10;10;10;T34142
20804756;8;passivo;8;8;8;8;8;T00390
22491643;10;promotor;10;0;10;0;0;TDCGLR
22110392;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCAW0
19727521;8;passivo;9;10;10;8;9;TFCVYU
21429912;10;promotor;10;10;10;10;10;TFCYO8
20889404;7;passivo;7;7;7;7;7;T49571
22730104;9;promotor;NULL;NULL;NULL;NULL;NULL;TFD818
22532831;10;promotor;10;10;10;10;10;TEZEGF
20842714;10;promotor;NULL;NULL;NULL;NULL;NULL;T55737
22609452;10;promotor;9;10;7;10;10;T45963
21874009;7;passivo;7;7;7;7;7;T04859
20250095;10;promotor;10;10;10;10;10;T84612
20064596;10;promotor;10;10;10;10;10;T53560
21143684;10;promotor;10;10;10;8;10;TFBMMJ
19112976;8;passivo;NULL;NULL;NULL;NULL;NULL;T53755
20333955;10;promotor;10;10;10;10;10;T09590
21636281;10;promotor;10;10;10;10;10;TEZBC6
19004822;10;promotor;10;10;10;10;10;T34142
21962791;10;promotor;10;10;10;10;10;T05953
21548354;9;promotor;9;9;9;9;8;T14081
20503976;10;promotor;10;10;10;10;10;T48590
21603841;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDPFE
19980128;10;promotor;NULL;NULL;NULL;NULL;NULL;TAAHV1
20831832;7;passivo;NULL;NULL;NULL;NULL;NULL;T04411
19405691;10;promotor;10;10;10;10;9;TB1739
20289178;9;promotor;9;8;9;9;9;T26323
20343526;10;promotor;10;10;10;10;10;TFBRC1
19378135;10;promotor;10;10;10;10;10;TEYVVB
20425887;10;promotor;10;10;10;10;10;TFC071
19898271;8;passivo;NULL;NULL;NULL;NULL;NULL;TDC1GA
19336709;10;promotor;10;10;10;10;10;TFCQF7
22311958;10;promotor;10;10;10;10;10;T77109
20516159;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC011
22682590;10;promotor;10;10;10;10;10;TFDQA5
22061941;0;detrator;0;0;2;0;0;TDCG69
21640533;2;detrator;NULL;NULL;NULL;NULL;NULL;TEZMHC
19825983;9;promotor;9;9;9;9;9;TFBNDD
20069380;10;promotor;10;10;10;10;10;TEZFLW
20882223;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDSGL
20330294;10;promotor;10;10;10;10;10;T50750
20648805;9;promotor;9;9;9;9;9;TFD975
22063362;10;promotor;10;10;10;9;9;T76590
19893175;6;detrator;7;5;2;2;0;TFCVYU
19651946;6;detrator;9;5;8;6;5;T22870
21669362;10;promotor;10;10;10;10;10;T76352
21370784;9;promotor;NULL;NULL;NULL;NULL;NULL;TEZNGU
18969545;10;promotor;NULL;NULL;NULL;NULL;NULL;T25978
22430650;10;promotor;10;10;10;10;10;T15650
20211270;10;promotor;10;10;10;10;10;T42892
20867005;9;promotor;NULL;NULL;NULL;NULL;NULL;T77568
19297862;0;detrator;0;0;0;0;0;T26272
20421546;9;promotor;8;8;8;8;8;TFCHC3
22651346;6;detrator;4;7;1;1;1;TFBL28
19436843;10;promotor;10;10;10;10;10;T01502
21731268;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCZOA
19562217;10;promotor;10;10;10;10;10;T77335
20025583;9;promotor;NULL;NULL;NULL;NULL;NULL;TFCLZ6
21527631;10;promotor;10;10;10;10;10;T15650
19881606;10;promotor;10;10;10;10;10;TFBZGS
18937393;10;promotor;10;10;10;10;10;T40339
18992511;9;promotor;NULL;NULL;NULL;NULL;NULL;TFCT26
22495282;9;promotor;NULL;NULL;NULL;NULL;NULL;T35446
22420555;0;detrator;NULL;NULL;NULL;NULL;NULL;TDC88X
21295421;10;promotor;10;10;10;10;10;TFDFXF
21238847;9;promotor;9;9;9;9;9;TDC099
22844396;10;promotor;10;10;10;10;10;TFDFR2
19591688;10;promotor;10;10;10;10;10;TFCAB2
21596507;10;promotor;NULL;NULL;NULL;NULL;NULL;T74304
20955759;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDEXX
21994063;10;promotor;10;10;10;10;10;TFCSIU
22517298;10;promotor;10;10;10;10;10;TB3493
20033878;10;promotor;10;10;10;10;10;TFDCGT
20122937;5;detrator;5;5;5;5;5;T14333
19034470;10;promotor;10;10;10;10;10;TEZDFJ
21899571;10;promotor;NULL;NULL;NULL;NULL;NULL;T33327
19014082;10;promotor;10;10;10;10;10;TFCA40
22734825;10;promotor;10;10;10;10;10;TB4615
20667090;10;promotor;10;0;10;0;0;TFBWMA
22896887;10;promotor;10;5;10;7;0;T07157
21589400;9;promotor;9;9;9;9;9;T42463
21168272;10;promotor;10;10;10;10;10;TFCUYD
22705882;10;promotor;NULL;NULL;NULL;NULL;NULL;T56348
19008593;6;detrator;6;6;6;5;4;TFDOPT
21143650;10;promotor;10;10;10;10;10;T07684
20548747;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBLM1
20450510;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDDBG
20558224;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCQF7
19999471;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZN39
20586740;10;promotor;10;10;10;10;10;T74551
21066322;8;passivo;9;6;9;6;6;TFDOPT
19488118;10;promotor;9;5;9;5;5;TFCVY1
21420683;10;promotor;10;10;10;10;10;T31812
20229663;0;detrator;10;0;0;0;0;TAAMGI
22810882;10;promotor;10;10;10;10;10;T54284
19389263;9;promotor;9;5;9;9;9;T45525
21914007;10;promotor;10;10;10;10;10;TEZNGU
19983657;6;detrator;6;0;0;0;0;TFBTO8
19877999;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZDI9
21112529;10;promotor;10;10;10;10;10;TEXCMP
21125531;9;promotor;9;9;9;9;9;TEZOOL
20855735;0;detrator;NULL;NULL;NULL;NULL;NULL;TFCVQO
19391591;10;promotor;10;10;10;10;10;T61925
20801422;10;promotor;10;5;5;6;2;T07499
19672007;9;promotor;NULL;NULL;NULL;NULL;NULL;TEZDTW
22023856;0;detrator;NULL;NULL;NULL;NULL;NULL;TDC01Y
18922578;8;passivo;8;8;6;6;6;T30258
19289237;10;promotor;8;10;6;9;9;T14439
21099123;10;promotor;10;10;10;10;10;TEYYTA
18987393;10;promotor;10;10;10;10;10;TEVVVO
21498302;7;passivo;NULL;NULL;NULL;NULL;NULL;TFCZN5
19936790;10;promotor;10;10;10;10;10;TFBWMA
21200966;10;promotor;10;10;10;10;10;TB4228
22029722;10;promotor;10;10;10;10;10;T61412
19464772;10;promotor;10;10;10;10;10;T48590
21973384;10;promotor;10;10;10;10;10;TFCHUW
19762665;9;promotor;10;10;10;10;10;T37047
20161586;10;promotor;10;10;10;10;10;TFCRMK
22231546;10;promotor;10;4;10;7;4;TDC099
19788659;10;promotor;9;10;9;10;9;TFCDG4
19940055;10;promotor;9;10;10;10;9;TFDF96
20631952;9;promotor;9;9;9;9;9;T76590
22560909;9;promotor;9;9;9;9;9;TEZCYO
22927225;10;promotor;10;10;10;10;10;TEZET6
21073198;6;detrator;NULL;NULL;NULL;NULL;NULL;TFBLX3
21444479;10;promotor;10;10;10;10;10;TFCX90
22756798;9;promotor;9;9;9;9;9;T07157
21217837;10;promotor;10;10;10;10;10;TFCRF0
21979956;10;promotor;10;10;10;10;10;T07884
21339373;10;promotor;9;9;9;9;9;TFBRJZ
21662684;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBKQK
21644542;10;promotor;10;10;10;10;10;T14390
19625668;0;detrator;5;0;5;5;0;T26323
19614343;10;promotor;10;10;10;10;10;TFDEU6
19700443;10;promotor;10;10;10;10;10;TB4880
22383918;10;promotor;9;8;9;10;9;TB6654
19026558;10;promotor;10;10;10;10;10;TFCOGG
19651480;10;promotor;10;10;10;10;10;TEZGRX
20463872;3;detrator;2;6;3;1;3;TEZHM6
20880851;10;promotor;10;10;10;10;10;T77109
22608812;10;promotor;10;10;10;10;10;TFBSJ9
19136934;10;promotor;10;10;4;10;10;T59328
18956730;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCP52
19703076;10;promotor;10;10;10;10;10;TEZMHC
20770714;2;detrator;NULL;NULL;NULL;NULL;NULL;T84703
19878532;10;promotor;10;10;10;10;10;TFDDHM
21172000;9;promotor;9;9;9;9;9;TFD376
20732232;10;promotor;10;10;10;7;10;T01205
20093192;10;promotor;10;10;10;10;10;TFBTUO
21432026;9;promotor;9;9;9;9;9;TFCYI5
18985930;10;promotor;10;10;10;10;10;TFBMMJ
19950922;9;promotor;9;8;9;8;8;T16751
22899739;10;promotor;10;10;10;10;10;T84068
21074732;9;promotor;9;9;9;9;9;T14119
22399410;10;promotor;10;10;10;10;10;T74756
20824882;10;promotor;10;10;10;10;10;TEZGIV
21542250;10;promotor;10;10;10;10;10;T05034
19851005;10;promotor;10;10;10;10;10;T30925
21209092;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDEC3
21195601;8;passivo;10;10;10;10;10;T01436
21099027;10;promotor;10;10;10;10;10;TFCYI5
20514199;9;promotor;9;9;9;9;9;TEZMHC
19983183;9;promotor;NULL;NULL;NULL;NULL;NULL;TFD975
21152622;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC04H
20557541;9;promotor;NULL;NULL;NULL;NULL;NULL;T03116
22794770;10;promotor;10;10;10;6;9;TFDH34
20912079;6;detrator;6;0;0;0;6;TB1663
19422298;10;promotor;NULL;NULL;NULL;NULL;NULL;T81376
19810768;10;promotor;10;10;10;10;10;TEZKKU
19450691;10;promotor;10;8;8;8;8;TA3905
21709170;6;detrator;NULL;NULL;NULL;NULL;NULL;TFDORH
21424864;10;promotor;NULL;NULL;NULL;NULL;NULL;TEYVPH
21338692;10;promotor;NULL;NULL;NULL;NULL;NULL;TA2644
22761400;10;promotor;9;9;9;9;9;TFEDH3
20048970;10;promotor;10;10;10;10;10;T02413
22730121;10;promotor;10;10;10;10;10;TB3745
20436357;9;promotor;NULL;NULL;NULL;NULL;NULL;TFBZPK
21000839;10;promotor;9;9;9;9;9;T04065
22860226;10;promotor;NULL;NULL;NULL;NULL;NULL;T59297
21433688;10;promotor;10;10;10;10;10;TDC1GA
20409910;10;promotor;10;10;10;10;10;TFDBXK
18926711;5;detrator;0;0;0;0;0;T03960
22294405;10;promotor;10;10;10;10;10;TFDGN4
22645687;10;promotor;10;10;10;10;10;T10944
22075070;10;promotor;NULL;NULL;NULL;NULL;NULL;T50901
21459432;10;promotor;10;10;10;10;10;TB3493
20316688;10;promotor;10;10;10;10;10;TFDGFI
19077383;10;promotor;10;10;10;10;10;TEZKIY
22529563;10;promotor;10;10;10;10;10;TFDCGT
19956833;10;promotor;10;10;10;7;3;TFCSLQ
19467537;10;promotor;10;10;10;10;10;T10698
23060340;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCX53
19721703;10;promotor;NULL;NULL;NULL;NULL;NULL;T23280
21115446;9;promotor;9;5;9;10;5;T07049
20853022;10;promotor;10;10;10;10;10;T35463
22617228;10;promotor;10;10;10;10;10;T35673
19316330;10;promotor;10;10;9;10;9;TB4912
21161120;10;promotor;10;10;10;10;10;T43087
19289350;10;promotor;10;10;10;10;10;TEZKIY
21132703;10;promotor;10;10;10;10;10;T05273
21641208;10;promotor;10;10;10;10;10;T60311
20095755;10;promotor;10;10;10;10;10;TEXCMP
18915997;0;detrator;0;0;0;0;0;TFCRJ4
19328055;10;promotor;10;10;10;8;10;TEZHKM
19458187;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDGFI
21862088;10;promotor;10;10;10;10;10;TFDHQ1
19533660;8;passivo;8;8;8;8;8;T26272
20647798;8;passivo;8;8;8;8;8;T13017
21266022;1;detrator;NULL;NULL;NULL;NULL;NULL;T73965
22581672;0;detrator;0;0;0;0;0;TFDDM5
19916143;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDISA
20779798;10;promotor;10;10;10;10;10;TEZET6
22606848;10;promotor;10;10;10;10;10;TFCVXQ
19952286;10;promotor;10;10;10;10;10;TFDCGT
22208404;9;promotor;9;10;9;9;10;TFCMXL
19676814;10;promotor;10;10;10;10;10;TEZCYO
21534166;10;promotor;10;10;10;10;10;TEZEHW
20916747;10;promotor;10;10;10;10;10;T56606
20845981;10;promotor;8;10;10;9;9;TCAWPS
19234121;10;promotor;NULL;NULL;NULL;NULL;NULL;T35094
21791261;9;promotor;9;9;9;9;9;TEZLBN
20036208;8;passivo;10;9;9;8;10;TFCVVQ
20067420;10;promotor;10;10;10;10;10;TFDPWP
21698376;8;passivo;8;8;8;8;8;TEWTRA
19442195;9;promotor;NULL;NULL;NULL;NULL;NULL;T03459
22677251;10;promotor;10;10;10;10;10;TFDIM0
19015297;9;promotor;NULL;NULL;NULL;NULL;NULL;TFBOL3
20143003;10;promotor;10;10;10;10;10;TFDF96
20770351;10;promotor;10;10;10;10;10;TEZKKU
19090022;10;promotor;10;10;10;10;10;TFDCFY
21763560;10;promotor;10;10;10;10;10;TFCHIL
19912063;10;promotor;10;10;10;10;10;TDC1J5
19866348;9;promotor;9;9;9;9;9;TFCU95
21255176;9;promotor;9;9;9;9;9;TFD975
19802337;10;promotor;10;10;10;10;10;TB4442
22340598;8;passivo;2;1;6;5;1;TFDISA
20828087;10;promotor;10;10;10;10;10;T42892
22905573;10;promotor;10;10;10;10;10;T15526
21379193;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCLCO
22506316;10;promotor;10;10;10;10;10;TFCYLN
21193346;10;promotor;10;10;10;10;10;T50456
20391866;1;detrator;8;10;0;1;1;T43474
22787524;10;promotor;10;10;10;10;10;TDC1GA
22692142;10;promotor;10;10;10;10;10;T80295
21594360;10;promotor;NULL;NULL;NULL;NULL;NULL;TEXCMP
21776727;8;passivo;10;1;10;7;0;TEZJ32
21023231;10;promotor;10;10;10;10;10;TFBJPR
21241533;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCYP5
21461978;9;promotor;9;8;9;8;9;TEZMIS
19540681;5;detrator;NULL;NULL;NULL;NULL;NULL;TFDNG1
20804255;8;passivo;NULL;NULL;NULL;NULL;NULL;T52843
22713241;10;promotor;10;10;10;10;10;TFBWMA
20096011;10;promotor;NULL;NULL;NULL;NULL;NULL;T60449
19848256;10;promotor;10;10;10;10;10;TEXCMP
20869851;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDAJW
22701266;10;promotor;10;10;10;10;10;T16451
19619791;10;promotor;NULL;NULL;NULL;NULL;NULL;T15140
19043279;9;promotor;9;9;9;9;9;T43289
19000546;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDQH4
19036845;9;promotor;NULL;NULL;NULL;NULL;NULL;T03644
21633576;10;promotor;10;10;10;10;10;T06937
20244265;10;promotor;10;10;10;10;10;TFBSWH
20593743;10;promotor;10;10;10;10;10;T50901
20056226;10;promotor;10;10;10;10;10;T15145
19755024;10;promotor;10;10;10;10;10;TFCVQQ
21664168;10;promotor;10;10;10;10;10;T79935
20789570;10;promotor;10;10;10;10;10;T77335
20934888;10;promotor;NULL;NULL;NULL;NULL;NULL;T35446
19442349;10;promotor;10;10;10;10;8;TB0713
22594939;10;promotor;10;10;10;10;10;TFBWWF
20210917;10;promotor;10;10;10;10;10;T02413
19407974;7;passivo;8;6;7;7;7;TFDAKQ
22950697;10;promotor;10;10;10;10;10;T75337
20417074;9;promotor;10;10;10;10;10;TA0719
22021082;10;promotor;10;10;10;10;10;TFCYO8
18947804;10;promotor;10;10;10;10;10;TFCJST
21535125;10;promotor;10;10;10;10;10;TEZJDA
22162407;10;promotor;10;10;10;10;10;TFCSU9
21306403;10;promotor;10;10;10;10;10;TEYVYX
20152885;10;promotor;10;10;10;10;10;T25978
22409062;10;promotor;10;10;10;10;10;TEZDO1
20019584;10;promotor;10;10;10;10;10;T03967
20190623;5;detrator;10;10;1;7;10;T58381
21731012;10;promotor;10;6;10;6;6;T80088
19320121;10;promotor;10;10;10;10;10;TFDN39
19173808;3;detrator;6;0;0;7;0;TFDDTY
20083861;10;promotor;10;10;10;10;10;T10022
20751576;10;promotor;10;10;10;10;10;TA2901
21364328;9;promotor;NULL;NULL;NULL;NULL;NULL;T22870
19784696;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCNRP
22176789;10;promotor;10;10;10;10;10;T15650
22081460;10;promotor;10;10;10;10;0;TEVOVX
21502055;10;promotor;10;10;10;10;10;TFBMJ3
19523045;9;promotor;9;9;9;9;9;TEZEGF
19905679;10;promotor;NULL;NULL;NULL;NULL;NULL;T80295
20478243;9;promotor;NULL;NULL;NULL;NULL;NULL;TEZPH4
20865388;10;promotor;10;9;10;10;10;TEWOYZ
21901200;10;promotor;10;10;10;10;10;T26272
22651738;10;promotor;10;10;10;10;10;T75322
22179202;10;promotor;10;10;10;10;10;TDC01O
21119316;10;promotor;10;10;10;10;10;T34101
19639194;10;promotor;9;5;6;5;5;T50142
22689498;10;promotor;10;10;10;7;8;T50725
22002043;9;promotor;9;8;8;9;8;TEZJ32
22243881;0;detrator;0;0;0;0;0;TEZGWD
22473279;10;promotor;NULL;NULL;NULL;NULL;NULL;T76590
20834443;9;promotor;9;8;9;8;8;TEZNRD
20040219;10;promotor;10;10;10;10;10;TDC01Z
20933265;10;promotor;10;10;10;10;10;T09860
22151218;10;promotor;10;10;10;10;10;TFC668
21239681;10;promotor;NULL;NULL;NULL;NULL;NULL;T10216
21057886;10;promotor;10;10;10;10;10;T61402
21037191;10;promotor;10;10;10;10;10;TEXCMP
19152699;10;promotor;10;10;10;10;10;TEZBMC
19547515;10;promotor;10;10;10;10;10;T61539
22606886;10;promotor;10;10;10;10;10;T45259
20059046;10;promotor;10;10;10;10;10;T53560
21262013;10;promotor;9;8;8;8;8;T53658
20098380;10;promotor;10;10;10;10;10;TEZET6
20838684;9;promotor;10;10;10;10;10;T12757
22698911;10;promotor;10;10;10;10;10;T59746
20823677;10;promotor;10;10;7;10;10;TFCKET
20856559;8;passivo;NULL;NULL;NULL;NULL;NULL;T77788
20325958;10;promotor;10;10;10;10;10;TFCYO8
20840870;10;promotor;10;10;10;10;10;TCBANZ
21976219;10;promotor;10;9;10;5;5;TB0902
22158552;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCXO2
19499225;0;detrator;NULL;NULL;NULL;NULL;NULL;TFCAJ0
19514282;10;promotor;10;10;10;10;10;TEZCXN
22247525;10;promotor;10;10;10;10;10;T55754
20214708;10;promotor;10;5;10;5;10;T42079
20057501;10;promotor;10;10;10;10;10;T33051
22836341;10;promotor;10;10;10;10;10;T14081
22814965;8;passivo;NULL;NULL;NULL;NULL;NULL;TFDRDS
19215798;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZFM5
21114605;10;promotor;10;10;7;9;9;T73774
21594618;2;detrator;2;0;2;0;0;TCAUCX
21584034;10;promotor;10;10;10;10;10;TFDRFV
18958320;9;promotor;9;9;10;9;9;T03585
19949186;10;promotor;10;10;10;10;10;TFBYEP
22472043;10;promotor;10;10;10;10;10;TEZLXL
20150809;10;promotor;10;10;10;10;10;TEZET6
19218786;8;passivo;8;8;7;8;8;TEZMHC
21879028;10;promotor;10;10;10;10;10;TFCTNX
20226601;10;promotor;10;10;10;10;10;T60617
19324512;10;promotor;10;10;10;10;10;TB4671
21348700;9;promotor;9;9;9;9;9;T76806
20473129;10;promotor;10;10;10;10;10;TFDAJW
20177846;9;promotor;9;9;9;9;9;TFCBRV
20549227;10;promotor;10;10;10;10;10;TFBTUO
22421367;10;promotor;10;10;10;10;10;TDC01Z
21786199;10;promotor;NULL;NULL;NULL;NULL;NULL;T12870
21732688;10;promotor;10;10;10;10;10;T42506
19409365;10;promotor;10;10;10;10;10;T46391
19736867;10;promotor;10;10;10;10;10;T16696
19574470;10;promotor;10;10;10;10;10;T03459
21107500;10;promotor;10;10;10;10;10;TAAHWZ
22482692;9;promotor;10;10;9;7;8;TFCFT6
22028580;9;promotor;9;9;10;9;9;T73740
22946878;10;promotor;10;10;10;10;10;T75794
21339460;10;promotor;10;10;10;10;10;T48689
21050189;10;promotor;6;6;6;6;6;TEXHRS
22883734;8;passivo;NULL;NULL;NULL;NULL;NULL;T75582
21310628;10;promotor;10;10;10;10;10;T04491
21557478;10;promotor;10;10;10;10;10;T09092
22489728;10;promotor;10;10;10;10;10;T05879
18990790;10;promotor;10;10;10;10;10;T52926
20545769;7;passivo;NULL;NULL;NULL;NULL;NULL;T49747
22405409;10;promotor;10;10;10;10;10;T37248
22662968;10;promotor;10;10;10;10;10;TFDEL8
20241566;10;promotor;10;10;10;10;10;TEZIWA
21025498;10;promotor;10;10;10;10;10;TB1613
21325782;10;promotor;10;10;10;10;10;TB4814
19133966;10;promotor;10;10;10;10;10;TFCFEI
20302655;10;promotor;10;10;10;10;10;TFBMMJ
20491060;9;promotor;10;10;10;10;10;TFCT26
19215509;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDGEK
21336809;10;promotor;10;10;10;10;10;T01384
19340017;10;promotor;10;10;10;10;10;TFDQTE
20066555;10;promotor;10;10;10;10;10;TFDF96
22972311;8;passivo;NULL;NULL;NULL;NULL;NULL;TDC1KH
21703055;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBKBW
19629999;10;promotor;10;10;10;10;10;T74414
20398273;10;promotor;10;10;10;10;10;TFCAB2
18972353;10;promotor;10;10;10;10;10;TFCNRP
22236603;10;promotor;10;10;10;10;10;T50945
21682489;10;promotor;10;10;10;10;10;TFDF96
18948710;10;promotor;9;9;10;9;10;TFDGGS
21282913;10;promotor;10;10;10;10;10;T78206
21431798;10;promotor;10;10;10;10;10;T14622
21051439;10;promotor;10;10;10;10;10;TFCAB2
20090751;9;promotor;9;9;9;9;9;TDC099
22211130;10;promotor;10;10;10;10;10;TEZLHB
22221947;10;promotor;NULL;NULL;NULL;NULL;NULL;T53570
19419136;10;promotor;10;10;10;10;10;TB4779
19863881;10;promotor;10;10;10;10;10;TFCSJ0
21946229;10;promotor;10;10;10;10;10;T50149
21645744;10;promotor;10;10;10;10;10;TFCTOW
19133608;10;promotor;10;10;10;10;10;TFCLMQ
21992906;10;promotor;10;10;10;10;10;TDC0J5
22408955;0;detrator;0;0;0;0;0;TEXVBP
20193661;10;promotor;10;10;10;10;10;T19751
20484441;10;promotor;10;10;10;10;10;T04065
21914345;10;promotor;10;10;10;10;10;TEZKIY
20229269;10;promotor;10;10;9;9;8;TFDD88
20406968;10;promotor;10;10;10;10;10;TEYJ64
19193703;10;promotor;NULL;NULL;NULL;NULL;NULL;T17941
19197391;10;promotor;10;10;10;10;10;TFBWMA
20497266;10;promotor;10;10;10;10;10;TFD818
20394322;10;promotor;10;10;10;10;10;T58381
22539000;10;promotor;10;10;10;10;10;T34142
22907576;10;promotor;10;10;10;10;10;T60430
22040646;10;promotor;10;10;10;10;10;T35866
19808381;10;promotor;10;10;10;10;5;TB0548
19119129;10;promotor;9;9;9;10;9;T04065
18912817;10;promotor;10;10;10;10;10;T41316
21185191;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCNRP
21937298;10;promotor;10;10;10;10;10;T16279
20765323;10;promotor;10;10;10;10;10;TFDID7
22614547;10;promotor;10;10;10;10;10;TEZNL0
18923592;10;promotor;10;10;10;10;10;TFCAI9
19382614;10;promotor;NULL;NULL;NULL;NULL;NULL;T58706
20443416;10;promotor;10;10;10;10;10;T73839
18924508;10;promotor;NULL;NULL;NULL;NULL;NULL;TEYYTA
21578578;10;promotor;10;10;10;10;10;T78391
22865222;10;promotor;10;10;10;10;10;T35094
19689538;10;promotor;NULL;NULL;NULL;NULL;NULL;TB1486
20875320;10;promotor;10;10;10;10;10;T58720
22918004;10;promotor;NULL;NULL;NULL;NULL;NULL;T34101
21891790;10;promotor;NULL;NULL;NULL;NULL;NULL;T05953
21307666;8;passivo;NULL;NULL;NULL;NULL;NULL;TFCAFR
20396081;10;promotor;10;10;10;10;10;TEZNGU
18840250;10;promotor;10;10;10;10;10;T03455
19245799;10;promotor;10;10;10;10;10;TFCXA8
22062396;10;promotor;NULL;NULL;NULL;NULL;NULL;T48771
21167747;8;passivo;8;7;7;9;7;TFDPWK
19311761;10;promotor;7;7;7;7;7;TEZMHC
19228607;10;promotor;10;10;10;10;10;TEZNX8
19984552;10;promotor;10;10;10;10;10;T75344
20781127;10;promotor;10;10;10;10;10;T07677
19480457;10;promotor;10;10;10;10;10;TA4372
22086205;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDBWF
19655883;9;promotor;9;9;9;5;9;T49594
20671856;10;promotor;10;10;10;10;10;TEXKSA
